"","folder","n_mb_species","f_mb_species"
"1","data/0.2-0-0-0/1",0,0
"2","data/0.2-0-0-0/10",0,0
"3","data/0.2-0-0-0/11",0,0
"4","data/0.2-0-0-0/12",0,0
"5","data/0.2-0-0-0/13",0,0
"6","data/0.2-0-0-0/14",0,0
"7","data/0.2-0-0-0/15",0,0
"8","data/0.2-0-0-0/16",0,0
"9","data/0.2-0-0-0/17",0,0
"10","data/0.2-0-0-0/18",0,0
"11","data/0.2-0-0-0/19",0,0
"12","data/0.2-0-0-0/2",0,0
"13","data/0.2-0-0-0/20",0,0
"14","data/0.2-0-0-0/21",0,0
"15","data/0.2-0-0-0/22",0,0
"16","data/0.2-0-0-0/23",0,0
"17","data/0.2-0-0-0/24",0,0
"18","data/0.2-0-0-0/25",0,0
"19","data/0.2-0-0-0/26",0,0
"20","data/0.2-0-0-0/27",0,0
"21","data/0.2-0-0-0/28",0,0
"22","data/0.2-0-0-0/29",0,0
"23","data/0.2-0-0-0/3",0,0
"24","data/0.2-0-0-0/30",0,0
"25","data/0.2-0-0-0/31",0,0
"26","data/0.2-0-0-0/32",0,0
"27","data/0.2-0-0-0/33",0,0
"28","data/0.2-0-0-0/34",0,0
"29","data/0.2-0-0-0/35",0,0
"30","data/0.2-0-0-0/36",0,0
"31","data/0.2-0-0-0/37",0,0
"32","data/0.2-0-0-0/38",0,0
"33","data/0.2-0-0-0/39",0,0
"34","data/0.2-0-0-0/4",0,0
"35","data/0.2-0-0-0/40",0,0
"36","data/0.2-0-0-0/5",0,0
"37","data/0.2-0-0-0/6",0,0
"38","data/0.2-0-0-0/7",0,0
"39","data/0.2-0-0-0/8",0,0
"40","data/0.2-0-0-0/9",0,0
"41","data/0.2-0-0.5-0.1/100",0,0
"42","data/0.2-0-0.5-0.1/101",0,0
"43","data/0.2-0-0.5-0.1/102",0,0
"44","data/0.2-0-0.5-0.1/103",0,0
"45","data/0.2-0-0.5-0.1/104",5,0.208333333333333
"46","data/0.2-0-0.5-0.1/105",0,0
"47","data/0.2-0-0.5-0.1/106",2,0.133333333333333
"48","data/0.2-0-0.5-0.1/107",0,0
"49","data/0.2-0-0.5-0.1/108",0,0
"50","data/0.2-0-0.5-0.1/109",2,0.222222222222222
"51","data/0.2-0-0.5-0.1/110",0,0
"52","data/0.2-0-0.5-0.1/111",0,0
"53","data/0.2-0-0.5-0.1/112",2,0.111111111111111
"54","data/0.2-0-0.5-0.1/113",6,0.1875
"55","data/0.2-0-0.5-0.1/114",2,0.125
"56","data/0.2-0-0.5-0.1/115",2,0.153846153846154
"57","data/0.2-0-0.5-0.1/116",0,0
"58","data/0.2-0-0.5-0.1/117",0,0
"59","data/0.2-0-0.5-0.1/118",0,0
"60","data/0.2-0-0.5-0.1/119",0,0
"61","data/0.2-0-0.5-0.1/120",2,0.133333333333333
"62","data/0.2-0-0.5-0.1/81",0,0
"63","data/0.2-0-0.5-0.1/82",0,0
"64","data/0.2-0-0.5-0.1/83",0,0
"65","data/0.2-0-0.5-0.1/84",0,0
"66","data/0.2-0-0.5-0.1/85",0,0
"67","data/0.2-0-0.5-0.1/86",0,0
"68","data/0.2-0-0.5-0.1/87",0,0
"69","data/0.2-0-0.5-0.1/88",2,0.153846153846154
"70","data/0.2-0-0.5-0.1/89",0,0
"71","data/0.2-0-0.5-0.1/90",2,0.125
"72","data/0.2-0-0.5-0.1/91",0,0
"73","data/0.2-0-0.5-0.1/92",2,0.153846153846154
"74","data/0.2-0-0.5-0.1/93",0,0
"75","data/0.2-0-0.5-0.1/94",6,0.166666666666667
"76","data/0.2-0-0.5-0.1/95",0,0
"77","data/0.2-0-0.5-0.1/96",11,0.305555555555556
"78","data/0.2-0-0.5-0.1/97",0,0
"79","data/0.2-0-0.5-0.1/98",0,0
"80","data/0.2-0-0.5-0.1/99",0,0
"81","data/0.2-0-0.5-0.15/321",3,0.176470588235294
"82","data/0.2-0-0.5-0.15/322",3,0.125
"83","data/0.2-0-0.5-0.15/323",13,0.30952380952381
"84","data/0.2-0-0.5-0.15/324",0,0
"85","data/0.2-0-0.5-0.15/325",5,0.238095238095238
"86","data/0.2-0-0.5-0.15/326",4,0.2
"87","data/0.2-0-0.5-0.15/327",0,0
"88","data/0.2-0-0.5-0.15/328",3,0.1875
"89","data/0.2-0-0.5-0.15/329",0,0
"90","data/0.2-0-0.5-0.15/330",0,0
"91","data/0.2-0-0.5-0.15/331",0,0
"92","data/0.2-0-0.5-0.15/332",7,0.368421052631579
"93","data/0.2-0-0.5-0.15/333",10,0.333333333333333
"94","data/0.2-0-0.5-0.15/334",3,0.2
"95","data/0.2-0-0.5-0.15/335",0,0
"96","data/0.2-0-0.5-0.15/336",13,0.361111111111111
"97","data/0.2-0-0.5-0.15/337",7,0.225806451612903
"98","data/0.2-0-0.5-0.15/338",0,0
"99","data/0.2-0-0.5-0.15/339",5,0.2
"100","data/0.2-0-0.5-0.15/340",0,0
"101","data/0.2-0-0.5-0.15/341",0,0
"102","data/0.2-0-0.5-0.15/342",2,0.111111111111111
"103","data/0.2-0-0.5-0.15/343",0,0
"104","data/0.2-0-0.5-0.15/344",4,0.285714285714286
"105","data/0.2-0-0.5-0.15/345",4,0.307692307692308
"106","data/0.2-0-0.5-0.15/346",8,0.285714285714286
"107","data/0.2-0-0.5-0.15/347",2,0.111111111111111
"108","data/0.2-0-0.5-0.15/348",2,0.0869565217391304
"109","data/0.2-0-0.5-0.15/349",0,0
"110","data/0.2-0-0.5-0.15/350",0,0
"111","data/0.2-0-0.5-0.15/351",2,0.105263157894737
"112","data/0.2-0-0.5-0.15/352",0,0
"113","data/0.2-0-0.5-0.15/353",8,0.266666666666667
"114","data/0.2-0-0.5-0.15/354",2,0.117647058823529
"115","data/0.2-0-0.5-0.15/355",2,0.133333333333333
"116","data/0.2-0-0.5-0.15/356",9,0.140625
"117","data/0.2-0-0.5-0.15/357",2,0.125
"118","data/0.2-0-0.5-0.15/358",0,0
"119","data/0.2-0-0.5-0.15/359",7,0.368421052631579
"120","data/0.2-0-0.5-0.15/360",2,0.181818181818182
"121","data/0.2-0-0.5-0.2/561",0,0
"122","data/0.2-0-0.5-0.2/562",0,0
"123","data/0.2-0-0.5-0.2/563",3,0.111111111111111
"124","data/0.2-0-0.5-0.2/564",10,0.416666666666667
"125","data/0.2-0-0.5-0.2/565",10,0.476190476190476
"126","data/0.2-0-0.5-0.2/566",0,0
"127","data/0.2-0-0.5-0.2/567",37,0.430232558139535
"128","data/0.2-0-0.5-0.2/568",9,0.290322580645161
"129","data/0.2-0-0.5-0.2/569",0,0
"130","data/0.2-0-0.5-0.2/570",8,0.25
"131","data/0.2-0-0.5-0.2/571",13,0.393939393939394
"132","data/0.2-0-0.5-0.2/572",13,0.295454545454545
"133","data/0.2-0-0.5-0.2/573",0,0
"134","data/0.2-0-0.5-0.2/574",17,0.425
"135","data/0.2-0-0.5-0.2/575",2,0.105263157894737
"136","data/0.2-0-0.5-0.2/576",10,0.227272727272727
"137","data/0.2-0-0.5-0.2/577",2,0.153846153846154
"138","data/0.2-0-0.5-0.2/578",15,0.365853658536585
"139","data/0.2-0-0.5-0.2/579",0,0
"140","data/0.2-0-0.5-0.2/580",3,0.214285714285714
"141","data/0.2-0-0.5-0.2/581",2,0.285714285714286
"142","data/0.2-0-0.5-0.2/582",8,0.2
"143","data/0.2-0-0.5-0.2/583",10,0.256410256410256
"144","data/0.2-0-0.5-0.2/584",4,0.19047619047619
"145","data/0.2-0-0.5-0.2/585",23,0.5
"146","data/0.2-0-0.5-0.2/586",4,0.19047619047619
"147","data/0.2-0-0.5-0.2/587",0,0
"148","data/0.2-0-0.5-0.2/588",13,0.333333333333333
"149","data/0.2-0-0.5-0.2/589",3,0.130434782608696
"150","data/0.2-0-0.5-0.2/590",4,0.307692307692308
"151","data/0.2-0-0.5-0.2/591",25,0.568181818181818
"152","data/0.2-0-0.5-0.2/592",0,0
"153","data/0.2-0-0.5-0.2/593",0,0
"154","data/0.2-0-0.5-0.2/594",0,0
"155","data/0.2-0-0.5-0.2/595",3,0.136363636363636
"156","data/0.2-0-0.5-0.2/596",3,0.2
"157","data/0.2-0-0.5-0.2/597",0,0
"158","data/0.2-0-0.5-0.2/598",2,0.0909090909090909
"159","data/0.2-0-0.5-0.2/599",2,0.222222222222222
"160","data/0.2-0-0.5-0.2/600",4,0.307692307692308
"161","data/0.2-0-1-0.1/161",2,0.181818181818182
"162","data/0.2-0-1-0.1/162",0,0
"163","data/0.2-0-1-0.1/163",12,0.315789473684211
"164","data/0.2-0-1-0.1/164",0,0
"165","data/0.2-0-1-0.1/165",2,0.105263157894737
"166","data/0.2-0-1-0.1/166",10,0.37037037037037
"167","data/0.2-0-1-0.1/167",0,0
"168","data/0.2-0-1-0.1/168",16,0.372093023255814
"169","data/0.2-0-1-0.1/169",7,0.388888888888889
"170","data/0.2-0-1-0.1/170",2,0.0555555555555556
"171","data/0.2-0-1-0.1/171",0,0
"172","data/0.2-0-1-0.1/172",6,0.25
"173","data/0.2-0-1-0.1/173",20,0.4
"174","data/0.2-0-1-0.1/174",11,0.255813953488372
"175","data/0.2-0-1-0.1/175",24,0.4
"176","data/0.2-0-1-0.1/176",0,0
"177","data/0.2-0-1-0.1/177",4,0.16
"178","data/0.2-0-1-0.1/178",7,0.170731707317073
"179","data/0.2-0-1-0.1/179",8,0.25
"180","data/0.2-0-1-0.1/180",6,0.214285714285714
"181","data/0.2-0-1-0.1/181",0,0
"182","data/0.2-0-1-0.1/182",3,0.125
"183","data/0.2-0-1-0.1/183",2,0.181818181818182
"184","data/0.2-0-1-0.1/184",0,0
"185","data/0.2-0-1-0.1/185",16,0.313725490196078
"186","data/0.2-0-1-0.1/186",14,0.4375
"187","data/0.2-0-1-0.1/187",2,0.0606060606060606
"188","data/0.2-0-1-0.1/188",2,0.222222222222222
"189","data/0.2-0-1-0.1/189",6,0.285714285714286
"190","data/0.2-0-1-0.1/190",20,0.37037037037037
"191","data/0.2-0-1-0.1/191",27,0.473684210526316
"192","data/0.2-0-1-0.1/192",0,0
"193","data/0.2-0-1-0.1/193",10,0.454545454545455
"194","data/0.2-0-1-0.1/194",14,0.28
"195","data/0.2-0-1-0.1/195",2,0.222222222222222
"196","data/0.2-0-1-0.1/196",8,0.177777777777778
"197","data/0.2-0-1-0.1/197",2,0.111111111111111
"198","data/0.2-0-1-0.1/198",2,0.0869565217391304
"199","data/0.2-0-1-0.1/199",0,0
"200","data/0.2-0-1-0.1/200",0,0
"201","data/0.2-0-1-0.15/401",4,0.285714285714286
"202","data/0.2-0-1-0.15/402",2,0.0909090909090909
"203","data/0.2-0-1-0.15/403",24,0.369230769230769
"204","data/0.2-0-1-0.15/404",30,0.434782608695652
"205","data/0.2-0-1-0.15/405",2,0.222222222222222
"206","data/0.2-0-1-0.15/406",39,0.402061855670103
"207","data/0.2-0-1-0.15/407",11,0.354838709677419
"208","data/0.2-0-1-0.15/408",2,0.285714285714286
"209","data/0.2-0-1-0.15/409",6,0.206896551724138
"210","data/0.2-0-1-0.15/410",9,0.428571428571429
"211","data/0.2-0-1-0.15/411",2,0.166666666666667
"212","data/0.2-0-1-0.15/412",18,0.321428571428571
"213","data/0.2-0-1-0.15/413",14,0.4
"214","data/0.2-0-1-0.15/414",7,0.162790697674419
"215","data/0.2-0-1-0.15/415",0,0
"216","data/0.2-0-1-0.15/416",0,0
"217","data/0.2-0-1-0.15/417",0,0
"218","data/0.2-0-1-0.15/418",0,0
"219","data/0.2-0-1-0.15/419",14,0.5
"220","data/0.2-0-1-0.15/420",12,0.307692307692308
"221","data/0.2-0-1-0.15/421",4,0.19047619047619
"222","data/0.2-0-1-0.15/422",5,0.208333333333333
"223","data/0.2-0-1-0.15/423",3,0.214285714285714
"224","data/0.2-0-1-0.15/424",14,0.451612903225806
"225","data/0.2-0-1-0.15/425",18,0.264705882352941
"226","data/0.2-0-1-0.15/426",11,0.379310344827586
"227","data/0.2-0-1-0.15/427",3,0.230769230769231
"228","data/0.2-0-1-0.15/428",16,0.333333333333333
"229","data/0.2-0-1-0.15/429",2,0.0740740740740741
"230","data/0.2-0-1-0.15/430",10,0.555555555555556
"231","data/0.2-0-1-0.15/431",0,0
"232","data/0.2-0-1-0.15/432",19,0.345454545454545
"233","data/0.2-0-1-0.15/433",16,0.444444444444444
"234","data/0.2-0-1-0.15/434",70,0.48951048951049
"235","data/0.2-0-1-0.15/435",29,0.453125
"236","data/0.2-0-1-0.15/436",15,0.394736842105263
"237","data/0.2-0-1-0.15/437",8,0.137931034482759
"238","data/0.2-0-1-0.15/438",6,0.230769230769231
"239","data/0.2-0-1-0.15/439",7,0.28
"240","data/0.2-0-1-0.15/440",20,0.465116279069767
"241","data/0.2-0-1-0.2/641",5,0.161290322580645
"242","data/0.2-0-1-0.2/642",46,0.442307692307692
"243","data/0.2-0-1-0.2/643",17,0.425
"244","data/0.2-0-1-0.2/644",19,0.513513513513513
"245","data/0.2-0-1-0.2/645",2,0.222222222222222
"246","data/0.2-0-1-0.2/646",0,0
"247","data/0.2-0-1-0.2/647",34,0.5
"248","data/0.2-0-1-0.2/648",5,0.3125
"249","data/0.2-0-1-0.2/649",11,0.275
"250","data/0.2-0-1-0.2/650",25,0.471698113207547
"251","data/0.2-0-1-0.2/651",21,0.39622641509434
"252","data/0.2-0-1-0.2/652",0,0
"253","data/0.2-0-1-0.2/653",22,0.458333333333333
"254","data/0.2-0-1-0.2/654",12,0.352941176470588
"255","data/0.2-0-1-0.2/655",8,0.25
"256","data/0.2-0-1-0.2/656",18,0.382978723404255
"257","data/0.2-0-1-0.2/657",0,0
"258","data/0.2-0-1-0.2/658",12,0.375
"259","data/0.2-0-1-0.2/659",17,0.298245614035088
"260","data/0.2-0-1-0.2/660",64,0.41025641025641
"261","data/0.2-0-1-0.2/661",9,0.209302325581395
"262","data/0.2-0-1-0.2/662",2,0.142857142857143
"263","data/0.2-0-1-0.2/663",7,0.318181818181818
"264","data/0.2-0-1-0.2/664",45,0.633802816901408
"265","data/0.2-0-1-0.2/665",6,0.153846153846154
"266","data/0.2-0-1-0.2/666",34,0.641509433962264
"267","data/0.2-0-1-0.2/667",17,0.309090909090909
"268","data/0.2-0-1-0.2/668",4,0.266666666666667
"269","data/0.2-0-1-0.2/669",5,0.3125
"270","data/0.2-0-1-0.2/670",4,0.129032258064516
"271","data/0.2-0-1-0.2/671",30,0.5
"272","data/0.2-0-1-0.2/672",4,0.285714285714286
"273","data/0.2-0-1-0.2/673",8,0.307692307692308
"274","data/0.2-0-1-0.2/674",12,0.387096774193548
"275","data/0.2-0-1-0.2/675",0,0
"276","data/0.2-0-1-0.2/676",35,0.564516129032258
"277","data/0.2-0-1-0.2/677",15,0.267857142857143
"278","data/0.2-0-1-0.2/678",6,0.260869565217391
"279","data/0.2-0-1-0.2/679",2,0.111111111111111
"280","data/0.2-0-1-0.2/680",9,0.346153846153846
"281","data/0.2-0-1.5-0.1/241",0,0
"282","data/0.2-0-1.5-0.1/242",28,0.4
"283","data/0.2-0-1.5-0.1/243",2,0.2
"284","data/0.2-0-1.5-0.1/244",0,0
"285","data/0.2-0-1.5-0.1/245",12,0.272727272727273
"286","data/0.2-0-1.5-0.1/246",0,0
"287","data/0.2-0-1.5-0.1/247",14,0.341463414634146
"288","data/0.2-0-1.5-0.1/248",6,0.157894736842105
"289","data/0.2-0-1.5-0.1/249",8,0.307692307692308
"290","data/0.2-0-1.5-0.1/250",13,0.302325581395349
"291","data/0.2-0-1.5-0.1/251",0,0
"292","data/0.2-0-1.5-0.1/252",0,0
"293","data/0.2-0-1.5-0.1/253",0,0
"294","data/0.2-0-1.5-0.1/254",44,0.478260869565217
"295","data/0.2-0-1.5-0.1/255",15,0.306122448979592
"296","data/0.2-0-1.5-0.1/256",0,0
"297","data/0.2-0-1.5-0.1/257",11,0.354838709677419
"298","data/0.2-0-1.5-0.1/258",15,0.306122448979592
"299","data/0.2-0-1.5-0.1/259",12,0.363636363636364
"300","data/0.2-0-1.5-0.1/260",10,0.434782608695652
"301","data/0.2-0-1.5-0.1/261",5,0.333333333333333
"302","data/0.2-0-1.5-0.1/262",8,0.258064516129032
"303","data/0.2-0-1.5-0.1/263",0,0
"304","data/0.2-0-1.5-0.1/264",8,0.216216216216216
"305","data/0.2-0-1.5-0.1/265",2,0.117647058823529
"306","data/0.2-0-1.5-0.1/266",7,0.269230769230769
"307","data/0.2-0-1.5-0.1/267",10,0.212765957446809
"308","data/0.2-0-1.5-0.1/268",7,0.212121212121212
"309","data/0.2-0-1.5-0.1/269",19,0.431818181818182
"310","data/0.2-0-1.5-0.1/270",2,0.0869565217391304
"311","data/0.2-0-1.5-0.1/271",2,0.08
"312","data/0.2-0-1.5-0.1/272",19,0.263888888888889
"313","data/0.2-0-1.5-0.1/273",0,0
"314","data/0.2-0-1.5-0.1/274",5,0.227272727272727
"315","data/0.2-0-1.5-0.1/275",19,0.422222222222222
"316","data/0.2-0-1.5-0.1/276",10,0.285714285714286
"317","data/0.2-0-1.5-0.1/277",0,0
"318","data/0.2-0-1.5-0.1/278",5,0.208333333333333
"319","data/0.2-0-1.5-0.1/279",19,0.463414634146341
"320","data/0.2-0-1.5-0.1/280",10,0.208333333333333
"321","data/0.2-0-1.5-0.15/481",47,0.516483516483517
"322","data/0.2-0-1.5-0.15/482",6,0.25
"323","data/0.2-0-1.5-0.15/483",2,0.222222222222222
"324","data/0.2-0-1.5-0.15/484",43,0.641791044776119
"325","data/0.2-0-1.5-0.15/485",5,0.263157894736842
"326","data/0.2-0-1.5-0.15/486",12,0.413793103448276
"327","data/0.2-0-1.5-0.15/487",26,0.346666666666667
"328","data/0.2-0-1.5-0.15/488",12,0.4
"329","data/0.2-0-1.5-0.15/489",16,0.421052631578947
"330","data/0.2-0-1.5-0.15/490",18,0.545454545454545
"331","data/0.2-0-1.5-0.15/491",4,0.235294117647059
"332","data/0.2-0-1.5-0.15/492",14,0.482758620689655
"333","data/0.2-0-1.5-0.15/493",5,0.192307692307692
"334","data/0.2-0-1.5-0.15/494",0,0
"335","data/0.2-0-1.5-0.15/495",8,0.380952380952381
"336","data/0.2-0-1.5-0.15/496",15,0.326086956521739
"337","data/0.2-0-1.5-0.15/497",50,0.505050505050505
"338","data/0.2-0-1.5-0.15/498",17,0.361702127659574
"339","data/0.2-0-1.5-0.15/499",7,0.25
"340","data/0.2-0-1.5-0.15/500",2,0.0909090909090909
"341","data/0.2-0-1.5-0.15/501",21,0.456521739130435
"342","data/0.2-0-1.5-0.15/502",20,0.392156862745098
"343","data/0.2-0-1.5-0.15/503",79,0.548611111111111
"344","data/0.2-0-1.5-0.15/504",7,0.466666666666667
"345","data/0.2-0-1.5-0.15/505",2,0.125
"346","data/0.2-0-1.5-0.15/506",26,0.481481481481481
"347","data/0.2-0-1.5-0.15/507",90,0.633802816901408
"348","data/0.2-0-1.5-0.15/508",5,0.25
"349","data/0.2-0-1.5-0.15/509",34,0.557377049180328
"350","data/0.2-0-1.5-0.15/510",2,0.142857142857143
"351","data/0.2-0-1.5-0.15/511",31,0.340659340659341
"352","data/0.2-0-1.5-0.15/512",11,0.333333333333333
"353","data/0.2-0-1.5-0.15/513",7,0.333333333333333
"354","data/0.2-0-1.5-0.15/514",97,0.505208333333333
"355","data/0.2-0-1.5-0.15/515",30,0.555555555555556
"356","data/0.2-0-1.5-0.15/516",26,0.412698412698413
"357","data/0.2-0-1.5-0.15/517",26,0.371428571428571
"358","data/0.2-0-1.5-0.15/518",6,0.206896551724138
"359","data/0.2-0-1.5-0.15/519",62,0.548672566371681
"360","data/0.2-0-1.5-0.15/520",0,0
"361","data/0.2-0-1.5-0.2/721",20,0.37037037037037
"362","data/0.2-0-1.5-0.2/722",55,0.466101694915254
"363","data/0.2-0-1.5-0.2/723",105,0.546875
"364","data/0.2-0-1.5-0.2/724",10,0.357142857142857
"365","data/0.2-0-1.5-0.2/725",79,0.642276422764228
"366","data/0.2-0-1.5-0.2/726",49,0.680555555555556
"367","data/0.2-0-1.5-0.2/727",123,0.6
"368","data/0.2-0-1.5-0.2/728",12,0.444444444444444
"369","data/0.2-0-1.5-0.2/729",3,0.214285714285714
"370","data/0.2-0-1.5-0.2/730",61,0.603960396039604
"371","data/0.2-0-1.5-0.2/731",16,0.444444444444444
"372","data/0.2-0-1.5-0.2/732",67,0.558333333333333
"373","data/0.2-0-1.5-0.2/733",85,0.524691358024691
"374","data/0.2-0-1.5-0.2/734",4,0.153846153846154
"375","data/0.2-0-1.5-0.2/735",89,0.494444444444444
"376","data/0.2-0-1.5-0.2/736",6,0.25
"377","data/0.2-0-1.5-0.2/737",31,0.525423728813559
"378","data/0.2-0-1.5-0.2/738",39,0.513157894736842
"379","data/0.2-0-1.5-0.2/739",14,0.56
"380","data/0.2-0-1.5-0.2/740",59,0.4609375
"381","data/0.2-0-1.5-0.2/741",0,0
"382","data/0.2-0-1.5-0.2/742",45,0.459183673469388
"383","data/0.2-0-1.5-0.2/743",8,0.533333333333333
"384","data/0.2-0-1.5-0.2/744",14,0.325581395348837
"385","data/0.2-0-1.5-0.2/745",7,0.233333333333333
"386","data/0.2-0-1.5-0.2/746",254,0.690217391304348
"387","data/0.2-0-1.5-0.2/747",87,0.557692307692308
"388","data/0.2-0-1.5-0.2/748",36,0.580645161290323
"389","data/0.2-0-1.5-0.2/749",435,0.652173913043478
"390","data/0.2-0-1.5-0.2/750",355,0.61525129982669
"391","data/0.2-0-1.5-0.2/751",0,0
"392","data/0.2-0-1.5-0.2/752",30,0.357142857142857
"393","data/0.2-0-1.5-0.2/753",62,0.652631578947368
"394","data/0.2-0-1.5-0.2/754",147,0.706730769230769
"395","data/0.2-0-1.5-0.2/755",18,0.45
"396","data/0.2-0-1.5-0.2/756",184,0.684014869888476
"397","data/0.2-0-1.5-0.2/757",221,0.638728323699422
"398","data/0.2-0-1.5-0.2/758",124,0.604878048780488
